-1.090895077988744271e-05,7.835138613545825081e-02,-1.737031460869011279e-01,-4.482591423180088547e-02,-2.497114255428058496e-02,2.170390801103384282e-01,3.828779553681187220e-02,1.765640117939735465e-01,-3.606522092257212486e-02,2.071748720480511285e-01
-3.930141786616615784e-02,4.395470488045876561e-02,-1.501539426176921599e-01,2.135679327312127104e-02,-1.451289130217091675e-02,1.084564451827322168e-01,-2.746239508446167710e-01,-6.432254221988777110e-02,6.853676306119102501e-02,-1.894603020529643800e-01
2.849482816965276388e-02,-2.286209148406366607e-03,2.392563357089465270e-01,1.163906806994095683e-01,-3.626092171306583012e-02,4.498703629114440133e-02,6.483169356808683725e-03,1.719924078432014947e-01,-7.770460080771939351e-03,6.650670741978891021e-02
8.282445021080166170e-02,1.575100352390077230e-01,-1.485498094466691232e-01,2.408790453736435466e-01,-2.574640068682370608e-01,3.409365384631767304e-01,-2.920822576594102049e-01,2.560518375585840722e-01,-7.325052417975259911e-02,-8.496670406289513755e-02
-1.557455537302219768e-03,-1.168589882682662118e-01,3.026242359976858420e-01,-8.530491423749746172e-02,-2.933368752042848915e-02,1.980994123814903418e-01,-2.496679926108296421e-01,-2.091689639210110863e-01,-1.447179641142632422e-01,2.423183045310151607e-01
-6.881081354151112606e-02,1.856007618427104114e-02,-1.472509117084613590e-03,2.454887147425695304e-02,-1.209173173283454861e-01,5.994028356094716764e-02,-5.249254674496317552e-02,1.078545684986550318e-02,-6.028866640404460797e-02,2.635627167831848874e-02
-1.852573877681575609e-01,5.332530018362790364e-02,-2.011492040494695654e-01,2.719735615869378620e-01,-4.954201840437381238e-02,1.398744464922617274e-02,4.032917645724778954e-01,-9.420914989676214962e-03,7.194479669522444581e-03,-6.451779631912732405e-02
-1.236033537547847477e-01,4.042344948695552054e-01,6.913016726717439997e-02,-1.431691206769245828e-01,-2.886713657186235626e-01,2.467438826107410388e-01,-3.431477217327611601e-02,-2.894343225072805725e-01,8.438830929566741579e-02,-3.459981751544597417e-01
6.746585601391201503e-02,1.262242254192345314e-01,9.277973182077429992e-02,-9.308993845411318857e-02,-2.793032779365260329e-02,-1.405729052358010711e-01,-1.334820469267186845e-02,-3.166061097910019551e-02,-1.028871102608490407e-02,-6.072967451905748361e-03
7.700936522386533922e-02,3.216002673207601914e-02,2.620308438417492392e-01,-1.265047264483755707e-01,9.189301232585625478e-02,-8.704862334182293659e-02,-4.838156128096938319e-02,-6.932032692042267019e-02,2.496982467750670232e-01,3.377422609063609332e-02
-9.761017528763737960e-02,-3.997346180869497390e-02,1.458098875696547947e-01,-1.350088928946855948e-01,2.519312578770718236e-01,1.560140835652285840e-01,2.268009402569080846e-01,-3.869383301068326508e-01,-1.976637416913295739e-02,-2.964233004696286908e-02
4.948972943697949739e-02,-5.639503550061340797e-02,5.207859812195758664e-02,-2.983326263389455835e-01,3.668004386053421162e-01,3.053857501609731351e-01,-9.761266520604940100e-02,-2.498902560936705763e-01,9.200261983347264583e-02,-7.775362447444567060e-02
1.158858106476133437e-01,-2.285051507029256523e-02,8.085677062644493207e-02,1.670276250818618080e-01,1.615711540162013127e-01,2.663046583196080896e-01,-4.651502036930555556e-02,-1.865552175220242317e-02,-1.086819099517113696e-01,5.698158995576951130e-02
1.762310510546667361e-02,-3.419856438757489653e-02,6.082856557801782915e-02,5.043380693496021111e-02,-4.277934402074801828e-02,-2.168719145255011416e-01,-9.542130185779565399e-02,-4.985796372262159964e-02,1.878316606137920286e-01,-5.459058442005840228e-02
-1.891298539240302001e-02,7.236588777812565099e-02,-2.247323200279947863e-02,1.425727768388320160e-01,-1.152176684281624591e-01,3.365459629427876020e-01,8.960836150050704996e-02,-5.590431948667227979e-03,2.969059365130574321e-02,-3.507177793452977976e-01
-4.287049645341130255e-02,-3.390583264981916062e-02,7.004928581555242006e-02,3.353756070716077536e-02,-2.351876821065605055e-02,1.280003577658077596e-01,-2.941372023274071296e-02,2.062836710092562711e-02,4.832603811759545592e-02,-2.840477279955854195e-01
